"DATA/CZAS";"TYP";"ZLECENIE#";"TRANSAKCJA#";"ZLECENIE POWIĄZANE#";"INSTRUMENT";"JEDNOSTKI/IL.";"CENA";"TOLERANCJA CENA";"STOP LOSS";"TAKE PROFIT";"DEPOZYT ZABEZPIECZAJĄCY (PLN)";"KURS WYMIANY";"WARTOŚĆ POZYCJI (PLN)";"ZAKSIĘGOWANA KWOTA (PLN)";"SALDO (PLN)";"WARTOŚĆ WYŁĄCZAJĄC OPŁATĘ";"OPŁATA";"KOSZTY UTRZYMANIA POZYCJI - WARTOŚĆ POZYCJI";"STAWKA ZA UTRZYMANIE POZYCJI";"KOSZTY UTRZYMANIA POZYCJI (PLN)";"KOSZTY UTRZYMANIA POZYCJI - SUMA (PLN)";"OPŁATA";"ZWROT %";"KIERUNEK";"WYPŁATA GDY ZYSK";"WYPŁATA GDY BEZ ZMIANY";"OTWARCIE";"WYGAŚNIĘCIE";"ROZLICZENIE";"CENA ROZLICZENIA";"WYNIK";"WYPŁATA";"TYP";"WYGAŚNIĘCIE";"CENA WYKONAWCZA";"ROZLICZENIE";"CENA ROZLICZENIA";"ZYSK";"STRATA"
"13 List 2024 17:51:04";" Zamknięcie Transakcji";"O2-DB-9C7C3G";"T2-DB-5NLKYE";"O2-DB-9C4QW4";"USD/JPY";"10 000 Jednost.";"155,233";"-";"-";"-";"-";"0,02633";"41 281,79";"198,00";"10 194,95";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"13 List 2024 17:50:29";" Zamknięcie Transakcji";"O2-DB-9C7C2C";"T2-DB-5NLKXH";"O2-DB-9C4QW4";"USD/JPY";"4 000 Jednost.";"155,218";"-";"-";"-";"-";"0,026329";"16 511,83";"77,62";"9 996,95";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"13 List 2024 17:46:58";"Stop Loss";"O2-DB-9C664E";"T2-DB-5NLKNG";"-";"USD/JPY";"18 000 Jednost.";"155,210";"-";"-";"-";"-";"0,026332";"74 310,48";"27,96";"9 919,33";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"13 List 2024 17:46:55";" Zmodyfikowano Transakcję Kupna";"O2-DB-9C664E";"T2-DB-5NKKCR";"-";"USD/JPY";"18 000 Jednost.";"155,151";"-";"155,210";"-";"-";"-";"-";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"13 List 2024 17:45:46";"Stop Loss";"O2-DB-9C6639";"T2-DB-5NLKKH";"-";"USD/JPY";"22 000 Jednost.";"155,200";"-";"-";"-";"-";"0,026335";"90 820,62";"9,85";"9 891,37";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"13 List 2024 17:45:41";" Zmodyfikowano Transakcję Kupna";"O2-DB-9C6639";"T2-DB-5NKKBY";"-";"USD/JPY";"22 000 Jednost.";"155,183";"-";"155,200";"-";"-";"-";"-";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"13 List 2024 16:06:30";" Wpłata";"1387770269";"BD.18486261";"-";"Rachunek";"-";"-";"-";"-";"-";"-";"-";"-";"2 500,00";"9 881,52";"2 500,00";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"13 List 2024 09:10:30";" Transakcja Kupna";"O2-DB-9C664E";"T2-DB-5NKKCR";"-";"USD/JPY";"18 000 Jednost.";"155,151";"-";"-";"-";"-";"4,131045";"74 358,81";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"13 List 2024 09:09:55";" Transakcja Kupna";"O2-DB-9C6639";"T2-DB-5NKKBY";"-";"USD/JPY";"22 000 Jednost.";"155,183";"-";"-";"-";"-";"4,129492";"90 848,82";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"13 List 2024 08:55:47";" Zamknięcie Transakcji";"O2-DB-9C654F";"T2-DB-5NKJKJ";"O2-DB-9C62PF";"USD/JPY";"18 000 Jednost.";"155,089";"-";"-";"-";"-";"0,026328";"74 232,73";"8,06";"7 381,52";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"13 List 2024 08:55:44";"Take Profit";"O2-DB-9C62LZ";"T2-DB-5NKJKF";"-";"USD/JPY";"22 000 Jednost.";"155,080";"-";"-";"-";"-";"0,026328";"90 728,90";"4,05";"7 373,46";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"13 List 2024 08:54:32";" Zmodyfikowano Transakcję Kupna";"O2-DB-9C62LZ";"T2-DB-5NKGNZ";"-";"USD/JPY";"22 000 Jednost.";"155,073";"-";"-";"155,080";"-";"-";"-";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"13 List 2024 07:33:08";" Transakcja Kupna";"O2-DB-9C62PF";"T2-DB-5NKGQF";"-";"USD/JPY";"18 000 Jednost.";"155,072";"-";"-";"-";"-";"4,122017";"74 196,30";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"13 List 2024 07:32:56";"Odrzucono Zlecenie: brak wystarczających środków";"O2-DB-9C62P1";"-";"-";"USD/JPY";"20 000 Jednost.";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"13 List 2024 07:31:21";" Transakcja Kupna";"O2-DB-9C62LZ";"T2-DB-5NKGNZ";"-";"USD/JPY";"22 000 Jednost.";"155,073";"-";"-";"-";"-";"4,122538";"90 695,83";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"13 List 2024 07:30:57";"Zmodyfikowano Transakcję Sprzedaży";"O2-DB-9C4T5Y";"T2-DB-5NJFEE";"-";"USD/JPY";"22 000 Jednost.";"154,309";"-";"-";"-";"-";"-";"-";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"12 List 2024 23:47:16";"Zmodyfikowano Transakcję Sprzedaży";"O2-DB-9C4T5Y";"T2-DB-5NJFEE";"-";"USD/JPY";"22 000 Jednost.";"154,309";"-";"-";"154,280";"-";"-";"-";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"12 List 2024 23:02:10";"Koszty Utrzymania Pozycji";"1387577170";"-";"-";"Rachunek";"-";"-";"-";"-";"-";"-";"-";"-";"-34,07";"7 369,41";"-";"-";"-";"-";"-";"-34,07";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"12 List 2024 23:02:10";"Koszty Utrzymania Pozycji";"O2-D9-9BKRVE";"-";"-";"USD/JPY";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"26 000,00";"3,54652%";"10,29";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"12 List 2024 23:02:10";"Koszty Utrzymania Pozycji";"O2-D9-9BJZX7";"-";"-";"USD/JPY";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"30 000,00";"5,59388%";"-18,92";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"12 List 2024 23:02:10";"Koszty Utrzymania Pozycji";"O2-D9-9BB04B";"-";"-";"USD/JPY";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"34 000,00";"5,59388%";"-21,44";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"12 List 2024 23:02:10";"Koszty Utrzymania Pozycji";"O2-D9-9BS5RZ";"-";"-";"USD/JPY";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"22 000,00";"5,59388%";"-13,88";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"12 List 2024 23:02:10";"Koszty Utrzymania Pozycji";"O2-DB-9C4QW4";"-";"-";"USD/JPY";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"34 000,00";"3,54652%";"13,46";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"12 List 2024 23:02:10";"Koszty Utrzymania Pozycji";"O2-D9-9BJQLQ";"-";"-";"USD/JPY";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"20 000,00";"3,54652%";"7,92";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"12 List 2024 23:02:10";"Koszty Utrzymania Pozycji";"O2-D9-9BH1F6";"-";"-";"USD/JPY";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"6 000,00";"3,54652%";"2,38";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"12 List 2024 23:02:10";"Koszty Utrzymania Pozycji";"O2-DB-9C4T5Y";"-";"-";"USD/JPY";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"22 000,00";"5,59388%";"-13,88";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"12 List 2024 15:45:20";"Transakcja Sprzedaży";"O2-DB-9C4T5Y";"T2-DB-5NJFEE";"-";"USD/JPY";"22 000 Jednost.";"154,309";"-";"-";"-";"-";"4,117358";"90 581,87";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"12 List 2024 15:45:06";"Odrzucono Zlecenie: brak wystarczających środków";"O2-DB-9C4T52";"-";"-";"USD/JPY";"25 000 Jednost.";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"12 List 2024 15:44:56";"Odrzucono Zlecenie: brak wystarczających środków";"O2-DB-9C4T4K";"-";"-";"USD/JPY";"28 000 Jednost.";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"12 List 2024 15:27:31";" Transakcja Kupna";"O2-DB-9C4QW4";"T2-DB-5NJDF5";"-";"USD/JPY";"34 000 Jednost.";"154,481";"-";"-";"-";"-";"4,11821";"140 019,14";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"12 List 2024 09:43:29";"Stop Loss";"O2-DB-9C477M";"T2-DB-5NHZ1L";"-";"USD/JPY";"54 000 Jednost.";"153,930";"-";"-";"-";"-";"0,026538";"222 834,56";"27,23";"7 403,48";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"12 List 2024 09:42:35";" Zmodyfikowano Transakcję Kupna";"O2-DB-9C477M";"T2-DB-5NHYZ4";"-";"USD/JPY";"54 000 Jednost.";"153,911";"-";"153,930";"-";"-";"-";"-";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"12 List 2024 09:41:08";" Transakcja Kupna";"O2-DB-9C477M";"T2-DB-5NHYZ4";"-";"USD/JPY";"54 000 Jednost.";"153,911";"-";"-";"-";"-";"4,125614";"222 783,15";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"12 List 2024 09:15:15";"Stop Loss";"O2-DB-9C44YP";"T2-DB-5NHXS7";"-";"USD/JPY";"34 000 Jednost.";"153,840";"-";"-";"-";"-";"0,026547";"140 254,18";"92,97";"7 376,25";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"12 List 2024 09:15:06";"Zmodyfikowano Stop Loss";"O2-DB-9C44YP";"-";"O2-DB-9C45GH";"USD/JPY";"34 000 Jednost.";"153,737";"-";"153,840";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"12 List 2024 09:14:31";"Zmodyfikowano Stop Loss";"O2-DB-9C44YP";"-";"O2-DB-9C45GH";"USD/JPY";"34 000 Jednost.";"153,737";"-";"153,820";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"12 List 2024 09:12:50";" Zmodyfikowano Transakcję Kupna";"O2-DB-9C44YP";"T2-DB-5NHX53";"-";"USD/JPY";"34 000 Jednost.";"153,737";"-";"153,800";"-";"-";"-";"-";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"12 List 2024 09:04:31";" Transakcja Kupna";"O2-DB-9C44YP";"T2-DB-5NHX53";"-";"USD/JPY";"34 000 Jednost.";"153,737";"-";"-";"-";"-";"4,125554";"140 268,83";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"12 List 2024 08:55:52";"Stop Loss";"O2-DB-9C43TM";"T2-DB-5NHWKK";"-";"USD/JPY";"34 000 Jednost.";"153,780";"-";"-";"-";"-";"0,026539";"140 163,23";"39,70";"7 283,28";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"12 List 2024 08:55:31";"Zmodyfikowano Stop Loss";"O2-DB-9C43TM";"-";"O2-DB-9C447M";"USD/JPY";"34 000 Jednost.";"153,736";"-";"153,780";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"12 List 2024 08:54:43";" Zmodyfikowano Transakcję Kupna";"O2-DB-9C43TM";"T2-DB-5NHW81";"-";"USD/JPY";"34 000 Jednost.";"153,736";"-";"153,770";"-";"-";"-";"-";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"12 List 2024 08:46:39";" Transakcja Kupna";"O2-DB-9C43TM";"T2-DB-5NHW81";"-";"USD/JPY";"34 000 Jednost.";"153,736";"-";"-";"-";"-";"4,120725";"140 104,65";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"12 List 2024 08:24:02";"Stop Loss";"O2-DB-9C42CE";"T2-DB-5NHV0F";"-";"USD/JPY";"34 000 Jednost.";"153,790";"-";"-";"-";"-";"0,026558";"140 269,17";"18,96";"7 243,58";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"12 List 2024 08:24:02";" Zmodyfikowano Transakcję Kupna";"O2-DB-9C42CE";"T2-DB-5NHTW8";"-";"USD/JPY";"34 000 Jednost.";"153,769";"-";"153,790";"-";"-";"-";"-";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"12 List 2024 08:19:10";" Transakcja Kupna";"O2-DB-9C42CE";"T2-DB-5NHTW8";"-";"USD/JPY";"34 000 Jednost.";"153,769";"-";"-";"-";"-";"4,122378";"140 160,85";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"12 List 2024 08:14:49";"Stop Loss";"O2-DB-9C41DL";"T2-DB-5NHTRJ";"-";"USD/JPY";"34 000 Jednost.";"153,820";"-";"-";"-";"-";"0,026539";"140 186,72";"31,58";"7 224,62";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"12 List 2024 08:14:47";"Zmodyfikowano Stop Loss";"O2-DB-9C41DL";"-";"O2-DB-9C423J";"USD/JPY";"34 000 Jednost.";"153,785";"-";"153,820";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"12 List 2024 08:13:14";" Zmodyfikowano Transakcję Kupna";"O2-DB-9C41DL";"T2-DB-5NHT56";"-";"USD/JPY";"34 000 Jednost.";"153,785";"-";"153,800";"-";"-";"-";"-";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"12 List 2024 07:59:43";" Transakcja Kupna";"O2-DB-9C41DL";"T2-DB-5NHT56";"-";"USD/JPY";"34 000 Jednost.";"153,785";"-";"-";"-";"-";"4,121777";"140 140,41";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"12 List 2024 07:46:53";"Stop Loss";"O2-DB-9C405G";"T2-DB-5NHSYT";"-";"USD/JPY";"34 000 Jednost.";"153,800";"-";"-";"-";"-";"0,026535";"140 164,25";"32,48";"7 193,04";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"12 List 2024 07:46:39";" Zmodyfikowano Transakcję Kupna";"O2-DB-9C405G";"T2-DB-5NHS8M";"-";"USD/JPY";"34 000 Jednost.";"153,764";"-";"153,800";"-";"-";"-";"-";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"12 List 2024 07:14:47";" Transakcja Kupna";"O2-DB-9C405G";"T2-DB-5NHS8M";"-";"USD/JPY";"34 000 Jednost.";"153,764";"-";"-";"-";"-";"4,121757";"140 139,73";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"11 List 2024 23:02:06";"Koszty Utrzymania Pozycji";"1387220093";"-";"-";"Rachunek";"-";"-";"-";"-";"-";"-";"-";"-";"-33,72";"7 160,56";"-";"-";"-";"-";"-";"-33,72";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"11 List 2024 23:02:06";"Koszty Utrzymania Pozycji";"O2-D9-9BKRVE";"-";"-";"USD/JPY";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"26 000,00";"3,56309%";"10,34";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"11 List 2024 23:02:06";"Koszty Utrzymania Pozycji";"O2-D9-9BJZX7";"-";"-";"USD/JPY";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"30 000,00";"5,61063%";"-18,98";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"11 List 2024 23:02:06";"Koszty Utrzymania Pozycji";"O2-D9-9BB04B";"-";"-";"USD/JPY";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"34 000,00";"5,61063%";"-21,51";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"11 List 2024 23:02:06";"Koszty Utrzymania Pozycji";"O2-D9-9BS5RZ";"-";"-";"USD/JPY";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"22 000,00";"5,61063%";"-13,92";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"11 List 2024 23:02:06";"Koszty Utrzymania Pozycji";"O2-D9-9BJQLQ";"-";"-";"USD/JPY";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"20 000,00";"3,56309%";"7,96";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"11 List 2024 23:02:06";"Koszty Utrzymania Pozycji";"O2-D9-9BH1F6";"-";"-";"USD/JPY";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"6 000,00";"3,56309%";"2,39";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"11 List 2024 15:46:32";" Zamknięcie Transakcji";"O2-DB-9C2ZHT";"T2-DB-5NGXY5";"O2-DB-9C2XX8";"USD/JPY";"34 000 Jednost.";"153,815";"-";"-";"-";"-";"0,026388";"139 380,00";"33,20";"7 194,28";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"11 List 2024 15:38:14";" Transakcja Kupna";"O2-DB-9C2XX8";"T2-DB-5NGWG0";"-";"USD/JPY";"34 000 Jednost.";"153,778";"-";"-";"-";"-";"4,093841";"139 190,59";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"11 List 2024 09:22:47";" Zamknięcie Transakcji";"O2-DB-9C2BME";"T2-DB-5NGD25";"O2-D9-9BH1F6";"USD/JPY";"3 000 Jednost.";"153,793";"-";"-";"-";"-";"0,026269";"12 241,54";"24,82";"7 161,08";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"10 List 2024 22:10:07";" Zamknięcie Transakcji";"O2-DB-9C1T54";"T2-DB-5NFYHC";"O2-D9-9C1QMJ";"USD/JPY";"31 000 Jednost.";"152,605";"-";"-";"-";"-";"0,026314";"125 798,27";"23,66";"7 136,26";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"08 List 2024 23:02:10";"Koszty Utrzymania Pozycji";"1386863722";"-";"-";"Rachunek";"-";"-";"-";"-";"-";"-";"-";"-";"-19,78";"7 112,60";"-";"-";"-";"-";"-";"-19,78";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"08 List 2024 23:02:10";"Koszty Utrzymania Pozycji";"O2-D9-9BKRVE";"-";"-";"USD/JPY";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"26 000,00";"3,57703%";"10,23";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"08 List 2024 23:02:10";"Koszty Utrzymania Pozycji";"O2-D9-9BJZX7";"-";"-";"USD/JPY";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"30 000,00";"5,61260%";"-18,70";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"08 List 2024 23:02:10";"Koszty Utrzymania Pozycji";"O2-D9-9BB04B";"-";"-";"USD/JPY";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"34 000,00";"5,61260%";"-21,20";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"08 List 2024 23:02:10";"Koszty Utrzymania Pozycji";"O2-D9-9BS5RZ";"-";"-";"USD/JPY";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"22 000,00";"5,61260%";"-13,72";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"08 List 2024 23:02:10";"Koszty Utrzymania Pozycji";"O2-D9-9BH1F6";"-";"-";"USD/JPY";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"9 000,00";"3,57703%";"3,54";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"08 List 2024 23:02:10";"Koszty Utrzymania Pozycji";"O2-D9-9C1QMJ";"-";"-";"USD/JPY";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"31 000,00";"3,57703%";"12,20";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"08 List 2024 23:02:10";"Koszty Utrzymania Pozycji";"O2-D9-9BJQLQ";"-";"-";"USD/JPY";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"20 000,00";"3,57703%";"7,87";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"08 List 2024 21:55:12";" Transakcja Kupna";"O2-D9-9C1QMJ";"T2-D9-5NFX3X";"-";"USD/JPY";"31 000 Jednost.";"152,576";"-";"-";"-";"-";"4,058601";"125 816,63";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"08 List 2024 07:42:25";" Zamknięcie Transakcji";"O2-D9-9C01PE";"T2-D9-5NEJKZ";"O2-D9-9BLC3T";"USD/JPY";"1 000 Jednost.";"152,726";"-";"-";"-";"-";"0,026084";"4 023,89";"6,76";"7 132,38";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
